sample	signature	exposure	mutations
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS23	0.0263294	5
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS59	0.0251598	5
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS22	0.0223538	4
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS17a	0.0136739	3
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS33	0.0115049	2
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS13	0.0104863	2
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS27	0.00804339	1
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS17b	0.00609095	1
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS43	0.00578566	1
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS7a	0.00572661	1
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS57	0.00436384	1
TCGA-AZ-6600-01A-11D-1771-10	COSMICv3-SBS10a	0.00295238	1
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS1	0.437175	61
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS15	0.16006	22
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS24	0.0662156	9
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS7a	0.0629601	9
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS25	0.0389418	5
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS46	0.0374332	5
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS13	0.0278993	4
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS39	0.0278805	4
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS16	0.0240778	3
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS56	0.0197778	3
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS2	0.0190664	3
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS30	0.0148422	2
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS10a	0.00950363	1
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS84	0.00808225	1
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS35	0.00525342	1
TCGA-D5-6920-01A-11D-1924-10	COSMICv3-SBS54	0.00426704	1
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS1	0.204729	288
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS15	0.180108	253
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS54	0.143937	203
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS6	0.111554	157
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS20	0.0963975	136
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS46	0.0499095	70
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS21	0.0437591	62
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS26	0.0425018	60
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS59	0.0168328	24
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS42	0.0146373	21
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS45	0.0137745	19
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS43	0.0131796	19
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS14	0.0103079	15
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS17b	0.010156	14
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS49	0.00922021	13
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS7b	0.00816487	11
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS58	0.00651968	9
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS84	0.00444741	6
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS22	0.00355821	5
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS53	0.00280172	4
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS27	0.00274133	4
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS24	0.00208319	3
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS50	0.00141926	2
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS2	0.00133363	2
TCGA-DM-A1HB-01A-21D-A183-10	COSMICv3-SBS11	0.000413583	1
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS1	0.550435	74
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS36	0.124136	17
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS24	0.0841152	11
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS10b	0.0381287	5
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS54	0.0288544	4
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS16	0.027278	4
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS19	0.0245811	3
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS17a	0.0201075	3
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS20	0.0157241	2
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS10a	0.0131508	2
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS7a	0.0127162	2
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS48	0.0120365	2
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS52	0.00981564	1
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS17b	0.0075186	1
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS59	0.00486126	1
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS22	0.00432852	1
TCGA-D5-6537-01A-11D-1719-10	COSMICv3-SBS42	0.00416296	1
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS15	0.250723	324
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS6	0.236598	306
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS1	0.16965	220
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS20	0.0946712	123
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS54	0.0689255	89
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS21	0.0281162	36
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS7b	0.0184636	24
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS10b	0.0122906	16
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS24	0.0121462	16
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS14	0.00714086	9
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS49	0.00703612	9
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS39	0.00617252	8
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS36	0.00593331	8
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS59	0.00406115	5
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS17a	0.0027325	4
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS48	0.00237719	3
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS13	0.00224502	3
TCGA-G4-6304-01A-11D-1924-10	COSMICv3-SBS17b	0.00140554	2
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS1	0.280422	76
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS24	0.0796416	22
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS19	0.0705323	19
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS36	0.0626494	17
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS7a	0.0596664	16
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS37	0.0554497	15
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS15	0.0362105	10
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS58	0.0316806	9
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS43	0.0288531	8
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS59	0.0282615	8
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS17a	0.0234071	6
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS52	0.0228935	6
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS21	0.0222246	6
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS6	0.0189758	5
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS2	0.0187599	5
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS18	0.0136197	4
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS7c	0.0119611	3
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS60	0.00686214	2
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS13	0.00585569	2
TCGA-AA-3967-01A-01W-1073-09	COSMICv3-SBS17b	0.00505558	1
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS1	0.351578	81
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS29	0.125074	29
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS6	0.105713	24
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS31	0.048223	11
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS16	0.0423446	10
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS10b	0.0396361	9
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS7b	0.0381484	9
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS13	0.0286354	7
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS2	0.0259712	6
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS17b	0.0246348	6
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS23	0.021423	5
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS46	0.0168701	4
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS49	0.0116563	3
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS36	0.0107658	2
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS48	0.00856061	2
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS57	0.00779555	2
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS33	0.00711293	2
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS10a	0.00685357	2
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS12	0.00671715	2
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS22	0.00568961	1
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS7d	0.00375595	1
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS54	0.00357744	1
TCGA-DM-A0X9-01A-11D-A152-10	COSMICv3-SBS17a	0.00222627	1
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS1	0.39922	88
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS7b	0.090411	20
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS32	0.0680957	15
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS15	0.0532252	12
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS53	0.052545	12
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS35	0.0431023	9
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS7d	0.0424669	9
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS52	0.041718	9
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS6	0.0211327	5
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS50	0.0119692	3
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS17a	0.0116104	3
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS22	0.0108438	2
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS12	0.0100562	2
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS8	0.0085521	2
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS54	0.0085342	2
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS13	0.00818026	2
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS84	0.00764309	2
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS10a	0.00486911	1
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS17b	0.00278178	1
TCGA-NH-A6GB-01A-11D-A36X-10	COSMICv3-SBS7c	0.00245934	1
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS6	0.323979	789
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS1	0.223628	545
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS20	0.119258	291
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS15	0.114058	278
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS54	0.0633161	154
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS14	0.0301423	73
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS23	0.0197929	48
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS49	0.0152589	37
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS21	0.0139163	34
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS7b	0.0124804	30
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS24	0.0106832	26
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS17b	0.00579004	14
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS10b	0.00508343	12
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS35	0.00415214	10
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS2	0.0028244	7
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS55	0.00256196	6
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS19	0.00196104	5
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS48	0.00170335	4
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS17a	0.00143053	3
TCGA-A6-2686-01A-01D-1408-10	COSMICv3-SBS13	0.000226593	1
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS1	0.382753	220
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS6	0.211339	121
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS15	0.168412	97
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS20	0.122745	70
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS12	0.0216522	12
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS54	0.0173247	10
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS59	0.0112519	6
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS10b	0.0112125	6
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS21	0.0100115	6
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS55	0.00801857	5
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS7b	0.00633431	4
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS84	0.00605263	3
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS17b	0.00578126	3
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS45	0.00504136	3
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS51	0.00499546	3
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS53	0.00221855	1
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS49	0.0019849	1
TCGA-AZ-4313-01A-01D-1408-10	COSMICv3-SBS43	0.00178693	1
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS1	0.492691	476
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS15	0.220297	213
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS6	0.0986038	95
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS20	0.0555293	54
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS54	0.041575	40
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS14	0.0383878	37
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS7b	0.0123158	12
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS17a	0.00875549	8
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS49	0.00721632	7
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS11	0.00483985	5
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS33	0.00448032	4
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS84	0.00382866	4
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS17b	0.00281753	3
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS43	0.00261076	3
TCGA-CM-4746-01A-01D-1408-10	COSMICv3-SBS10a	0.00238419	2
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS1	0.506736	75
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS54	0.0716087	11
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS29	0.0704981	10
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS18	0.0438195	6
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS11	0.0341559	5
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS52	0.0325246	5
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS20	0.0286948	4
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS84	0.0285469	4
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS7a	0.0233282	3
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS15	0.0202461	3
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS57	0.0194523	3
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS59	0.0187646	3
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS10b	0.0170603	3
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS17a	0.0167347	2
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS13	0.0142994	2
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS17b	0.0142832	2
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS55	0.00963073	1
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS14	0.00920685	1
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS33	0.00869171	1
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS32	0.00687291	1
TCGA-G4-6306-01A-11D-1771-10	COSMICv3-SBS34	0.00397516	1
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS1	0.500873	86
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS15	0.0675001	12
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS19	0.0623593	11
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS7b	0.0544711	9
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS46	0.0465225	8
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS10a	0.0368649	6
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS18	0.0296373	5
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS37	0.0186143	3
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS55	0.0178327	3
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS16	0.0153214	3
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS50	0.014931	3
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS17a	0.0110462	2
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS7c	0.0109648	2
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS59	0.0103417	2
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS17b	0.00928881	2
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS14	0.00743513	1
TCGA-CM-6677-01A-11D-1835-10	COSMICv3-SBS2	0.0049711	1
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS15	0.200888	131
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS1	0.169015	111
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS6	0.157136	103
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS26	0.109482	72
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS20	0.085105	56
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS54	0.0678756	44
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS14	0.0287561	19
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS84	0.0262863	17
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS7b	0.0176177	12
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS39	0.0174927	11
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS30	0.0166394	11
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS24	0.0159747	10
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS17b	0.0144105	9
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS49	0.00903322	6
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS25	0.00876655	6
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS22	0.00875801	6
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS17a	0.00786899	5
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS46	0.00770865	5
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS13	0.00668067	4
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS35	0.00511198	3
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS56	0.0033071	2
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS7a	0.00310725	2
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS10b	0.00139767	1
TCGA-F4-6703-01A-11D-1835-10	COSMICv3-SBS59	0.00137011	1
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS10a	0.368884	1572
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS10b	0.320705	1367
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS28	0.124654	531
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS15	0.0360313	154
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS1	0.0282051	120
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS52	0.0198962	85
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS57	0.0150703	64
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS21	0.012302	52
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS54	0.0110491	47
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS33	0.0107666	46
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS23	0.00452695	19
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS17b	0.00287107	12
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS48	0.00256866	11
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS24	0.00220595	9
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS19	0.00150957	6
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS31	0.00133509	6
TCGA-CA-6718-01A-11D-1835-10	COSMICv3-SBS84	0.000281769	1
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS30	0.110717	32
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS7b	0.0882336	25
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS2	0.0818984	23
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS18	0.0623765	18
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS25	0.0550707	16
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS15	0.0487383	14
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS53	0.0398938	11
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS17b	0.034176	10
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS16	0.0318839	9
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS43	0.0296486	8
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS21	0.0295226	8
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS17a	0.0259791	7
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS59	0.0197058	6
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS24	0.0189409	5
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS19	0.0173168	5
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS7a	0.0161929	5
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS1	0.0159715	5
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS22	0.012482	4
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS7d	0.0118296	3
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS55	0.0115833	3
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS13	0.0101792	3
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS27	0.00962963	3
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS46	0.00952903	3
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS52	0.00937019	3
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS54	0.00862626	2
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS26	0.0066427	2
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS32	0.00618842	2
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS49	0.00379556	1
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS28	0.00362969	1
TCGA-AA-3930-01A-01W-0995-10	COSMICv3-SBS41	0.00233245	1
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS18	0.214149	47
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS1	0.190246	42
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS6	0.188795	42
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS7b	0.0958265	21
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS46	0.0648371	14
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS41	0.0273391	6
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS37	0.0236157	5
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS50	0.0214547	5
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS32	0.0163203	4
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS45	0.0152901	3
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS13	0.0150285	3
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS4	0.0118722	3
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS55	0.0114625	3
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS34	0.00693692	2
TCGA-AA-3852-01A-01W-0900-09	COSMICv3-SBS57	0.00674046	1
