sample	signature	exposure	mutations
TCGA-F4-6855-01A-11D-1924-10	COSMICv3-SBS52	0.00998385	1
TCGA-F4-6855-01A-11D-1924-10	COSMICv3-SBS10a	0.00969095	1
TCGA-F4-6855-01A-11D-1924-10	COSMICv3-SBS59	0.0071011	1
TCGA-F4-6855-01A-11D-1924-10	COSMICv3-SBS7d	0.00570933	1
TCGA-F4-6855-01A-11D-1924-10	COSMICv3-SBS54	0.00510895	1
TCGA-F4-6855-01A-11D-1924-10	COSMICv3-SBS46	0.00417001	1
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS7b	0.298751	20
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS6	0.246238	16
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS29	0.119852	8
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS23	0.089341	6
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS7d	0.0404707	3
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS17a	0.0359123	2
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS13	0.0297351	2
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS59	0.0289492	2
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS10b	0.0270174	2
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS27	0.0161972	1
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS33	0.0137615	1
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS39	0.0125102	1
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS9	0.00907156	1
TCGA-AA-3869-01A-01W-0995-10	COSMICv3-SBS22	0.00823192	1
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS15	0.214093	226
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS20	0.159417	168
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS54	0.133917	141
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS6	0.126559	133
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS21	0.059625	63
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS14	0.0596041	63
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS43	0.0171312	18
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS84	0.0161512	17
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS35	0.0149985	16
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS49	0.0132524	14
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS59	0.0130573	14
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS11	0.0108951	11
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS10b	0.00986207	10
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS17b	0.00708074	7
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS53	0.00527316	6
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS48	0.00415739	4
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS17a	0.00397178	4
TCGA-AA-3950-01A-02W-0995-10	COSMICv3-SBS13	0.00309515	3
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS15	0.262485	714
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS6	0.246643	671
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS1	0.197246	537
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS20	0.0717162	195
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS54	0.0647161	176
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS21	0.0417487	114
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS46	0.0196418	53
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS24	0.019489	53
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS14	0.0192831	52
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS7b	0.0171911	47
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS49	0.00815422	22
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS59	0.00424577	12
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS17b	0.00403576	11
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS35	0.00338824	9
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS17a	0.00235469	6
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS10b	0.00193932	5
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS55	0.00129465	4
TCGA-AZ-6598-01A-11D-1771-10	COSMICv3-SBS43	0.000236095	1
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS1	0.32945	52
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS39	0.107255	17
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS30	0.0914958	14
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS6	0.0857052	14
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS18	0.0746733	12
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS19	0.0464088	7
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS16	0.0237057	4
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS43	0.023265	4
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS48	0.0218149	3
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS57	0.0204168	3
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS17a	0.0194436	3
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS13	0.0181335	3
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS14	0.0168066	3
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS21	0.0130374	2
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS7a	0.0127045	2
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS2	0.0116466	2
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS23	0.00993103	2
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS17b	0.00971315	2
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS52	0.00800728	1
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS7b	0.00783525	1
TCGA-AA-3850-01A-01W-0995-10	COSMICv3-SBS36	0.00357163	1
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS1	0.536267	57
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS50	0.0768841	8
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS3	0.0626399	7
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS7b	0.0558425	6
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS36	0.0380156	4
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS59	0.0376124	4
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS38	0.0341796	4
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS7c	0.0319345	3
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS21	0.0226539	2
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS16	0.0216425	2
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS19	0.020926	2
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS12	0.0171544	2
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS33	0.00943382	1
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS10a	0.00916307	1
TCGA-AA-3530-01A-01W-0995-10	COSMICv3-SBS17a	0.00827351	1
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS6	0.213956	507
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS15	0.156275	370
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS54	0.118419	281
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS20	0.117668	279
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS21	0.0909609	216
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS14	0.0721268	171
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS1	0.0645898	153
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS17b	0.0224623	53
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS11	0.0198118	47
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS26	0.0176875	42
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS17a	0.0109437	26
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS49	0.00971648	23
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS35	0.00899071	21
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS23	0.00765077	18
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS53	0.0071184	17
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS43	0.00676768	16
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS59	0.0053886	13
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS16	0.00256893	6
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS22	0.00185946	4
TCGA-AA-3663-01A-01D-1719-10	COSMICv3-SBS48	0.00181197	4
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS1	0.420197	42
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS18	0.147049	15
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS15	0.146447	14
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS7b	0.0545056	5
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS10b	0.0530143	5
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS29	0.0416297	4
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS58	0.034914	3
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS23	0.0263139	3
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS47	0.0177049	2
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS46	0.0170942	2
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS13	0.0107918	1
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS17a	0.0106226	1
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS28	0.0080188	1
TCGA-G4-6321-01A-11D-1719-10	COSMICv3-SBS2	0.00675567	1
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS1	0.453421	70
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS29	0.151608	23
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS19	0.0749768	12
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS10b	0.0523492	8
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS18	0.0405822	6
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS32	0.0234662	4
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS21	0.0203652	3
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS13	0.0129472	2
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS11	0.0108415	2
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS9	0.0098821	2
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS51	0.00842041	1
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS48	0.0083171	1
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS17b	0.00518611	1
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS59	0.00504309	1
TCGA-AA-3861-01A-01W-0995-10	COSMICv3-SBS38	0.00483289	1
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS1	0.45534	98
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS46	0.0641725	14
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS18	0.0622178	13
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS29	0.0559016	12
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS21	0.0531825	11
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS7a	0.0394744	8
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS7b	0.0359148	8
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS10b	0.0298573	6
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS23	0.0275685	6
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS6	0.0244515	5
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS84	0.0185046	4
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS14	0.0150293	3
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS39	0.0136105	3
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS59	0.0131227	3
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS31	0.0106693	2
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS13	0.0101442	2
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS48	0.00897477	2
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS17b	0.00888759	2
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS22	0.00878836	2
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS19	0.00552448	1
TCGA-AA-3664-01A-01W-0900-09	COSMICv3-SBS33	0.00401967	1
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS1	0.393637	44
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS24	0.0798987	9
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS17a	0.0698633	8
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS22	0.0658049	7
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS41	0.0612449	7
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS7b	0.0439407	5
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS15	0.039366	4
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS13	0.0392293	4
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS50	0.0367148	4
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS17b	0.0200848	2
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS7a	0.0194638	2
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS46	0.0193546	2
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS18	0.0164704	2
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS10a	0.0162786	2
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS16	0.00857218	1
TCGA-AA-3841-01A-01W-0900-09	COSMICv3-SBS59	0.0062717	1
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS6	0.327363	21
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS35	0.194386	12
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS25	0.089641	6
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS17b	0.0745649	5
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS7d	0.0710805	4
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS16	0.0437198	3
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS19	0.0343455	2
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS84	0.0342517	2
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS10b	0.0319409	2
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS7b	0.0250343	2
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS21	0.0121935	1
TCGA-AA-3488-01A-01D-1408-10	COSMICv3-SBS13	0.0105409	1
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS1	0.431939	107
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS10b	0.0881585	22
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS24	0.0447489	11
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS39	0.0430806	11
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS19	0.0395429	10
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS3	0.0385659	10
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS4	0.0358372	9
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS32	0.0347338	9
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS13	0.0310323	8
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS2	0.0310157	8
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS50	0.029099	7
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS84	0.0282112	7
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS21	0.0223644	6
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS7c	0.0200921	5
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS55	0.0179347	4
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS16	0.0162843	4
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS31	0.0136935	3
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS17a	0.0096098	2
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS7a	0.00879553	2
TCGA-CM-5348-01A-21D-1719-10	COSMICv3-SBS17b	0.00292807	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS1	0.473382	83
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS45	0.0956915	17
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS39	0.0816195	14
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS30	0.0671482	12
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS53	0.0523692	9
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS29	0.0502996	9
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS42	0.0316444	6
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS23	0.0242498	4
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS59	0.0219532	4
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS17b	0.0135548	2
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS24	0.0107398	2
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS46	0.0105233	2
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS13	0.00902541	2
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS35	0.00555993	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS17a	0.00522477	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS7b	0.00499683	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS7d	0.00474836	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS11	0.0046026	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS33	0.00376949	1
TCGA-F4-6808-01A-11D-1835-10	COSMICv3-SBS47	0.00300482	1
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS1	0.322448	35
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS6	0.157511	17
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS57	0.147999	16
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS16	0.115232	12
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS18	0.0380756	4
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS7b	0.0368137	4
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS7a	0.033188	4
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS27	0.0219046	2
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS12	0.0213698	2
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS17b	0.0213506	2
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS7d	0.017768	2
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS51	0.0144674	2
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS52	0.0122946	1
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS20	0.0116288	1
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS49	0.0100752	1
TCGA-A6-6142-01A-11D-1771-10	COSMICv3-SBS2	0.00786072	1
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS15	0.289363	751
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS6	0.110538	287
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS1	0.0857461	223
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS21	0.0834407	217
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS54	0.0773706	201
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS20	0.0506647	132
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS11	0.0505804	131
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS14	0.0331006	86
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS10b	0.025361	66
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS17b	0.0214368	56
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS46	0.0191045	50
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS59	0.0150694	39
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS17a	0.0118948	31
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS24	0.0107139	28
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS43	0.00673405	17
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS49	0.00624609	16
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS7a	0.00245574	6
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS10a	0.00184038	5
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS55	0.00181132	5
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS13	0.00102192	3
TCGA-AA-3715-01A-01W-0900-09	COSMICv3-SBS7b	0.000746275	2
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS1	0.276916	44
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS24	0.121678	19
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS7a	0.0813862	13
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS17a	0.0647589	10
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS84	0.0378669	6
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS25	0.0302859	5
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS59	0.0269909	4
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS32	0.025241	4
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS2	0.0248636	4
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS55	0.0248007	4
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS10b	0.024756	4
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS10a	0.0227125	4
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS17b	0.017446	3
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS45	0.0169503	3
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS48	0.0154722	2
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS21	0.0108314	2
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS6	0.00714819	1
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS60	0.00694049	1
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS19	0.00642038	1
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS16	0.00495362	1
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS36	0.00438798	1
TCGA-AA-3867-01A-01W-0995-10	COSMICv3-SBS52	0.00321448	1
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS1	0.460439	58
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS37	0.118159	15
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS10b	0.0654636	8
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS39	0.049254	6
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS45	0.0475247	6
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS46	0.0435588	5
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS11	0.0405759	5
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS7b	0.0338275	4
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS58	0.0235602	3
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS36	0.0206297	3
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS18	0.0202242	3
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS13	0.0190917	2
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS53	0.0178069	2
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS2	0.0130257	2
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS22	0.00936303	1
TCGA-AA-A03J-01A-21W-A096-10	COSMICv3-SBS21	0.00853056	1
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS1	0.569045	58
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS10b	0.079936	8
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS23	0.0667708	7
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS29	0.0607035	6
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS15	0.0541784	6
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS35	0.0447786	5
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS31	0.042677	4
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS13	0.0177377	2
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS17b	0.0153107	2
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS49	0.013065	1
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS50	0.00961886	1
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS54	0.00885552	1
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS21	0.00854513	1
TCGA-AY-A71X-01A-12D-A36X-10	COSMICv3-SBS2	0.0064787	1
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS6	0.237149	304
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS1	0.196215	252
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS20	0.145835	187
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS15	0.111571	143
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS54	0.0938487	120
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS46	0.0523701	67
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS21	0.0329463	42
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS24	0.0327759	42
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS10b	0.0292061	37
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS14	0.0275952	35
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS23	0.0158559	20
TCGA-G4-6302-01A-11D-1719-10	COSMICv3-SBS43	0.00480959	6
